1.txt,0.30612244897959184,0.2193877551020408,0.1989795918367347,0.20918367346938777,0.22448979591836735,0.1377551020408163,
10.txt,0.25877192982456143,0.2324561403508772,0.21929824561403508,0.2543859649122807,0.6096491228070176,0.13157894736842105,
11.txt,0.39896373056994816,0.2694300518134715,0.23834196891191708,0.23834196891191708,0.2694300518134715,0.13471502590673576,
12.txt,0.24736842105263157,0.29473684210526313,0.20526315789473684,0.24210526315789474,0.24736842105263157,0.1631578947368421,
13.txt,0.2804232804232804,0.2857142857142857,0.30158730158730157,0.30687830687830686,0.30158730158730157,0.19576719576719576,
14.txt,0.2518518518518518,0.24444444444444444,0.2222222222222222,0.8222222222222222,0.24444444444444444,0.14074074074074075,
15.txt,0.30201342281879195,0.26174496644295303,0.2214765100671141,0.2684563758389262,0.7986577181208053,0.2080536912751678,
16.txt,0.7556818181818182,0.26704545454545453,0.17045454545454544,0.23863636363636365,0.23863636363636365,0.1590909090909091,
17.txt,0.27848101265822783,0.6835443037974683,0.22784810126582278,0.24050632911392406,0.25316455696202533,0.11392405063291139,
18.txt,0.24705882352941178,0.28823529411764703,0.6235294117647059,0.2823529411764706,0.27058823529411763,0.1411764705882353,
19.txt,0.21212121212121213,0.24242424242424243,0.18181818181818182,0.30303030303030304,0.21212121212121213,0.15151515151515152,
2.txt,0.2647058823529412,0.8970588235294118,0.21568627450980393,0.27941176470588236,0.27941176470588236,0.18627450980392157,
20.txt,0.19101123595505617,0.24719101123595505,0.2247191011235955,0.20224719101123595,0.23595505617977527,0.0898876404494382,
21.txt,0.18867924528301888,0.18867924528301888,0.18867924528301888,0.18867924528301888,0.24528301886792453,0.9056603773584906,
3.txt,0.2579185520361991,0.27601809954751133,0.7013574660633484,0.28054298642533937,0.28054298642533937,0.12669683257918551,
4.txt,0.22285714285714286,0.2342857142857143,0.2057142857142857,0.4,0.21142857142857144,0.12,
5.txt,0.2303370786516854,0.25280898876404495,0.21348314606741572,0.20786516853932585,0.3146067415730337,0.1348314606741573,
6.txt,0.24817518248175183,0.26277372262773724,0.24452554744525548,0.30656934306569344,0.29927007299270075,0.17153284671532848,
7.txt,0.22077922077922077,0.38961038961038963,0.19480519480519481,0.23809523809523808,0.2597402597402597,0.1038961038961039,
8.txt,0.23255813953488372,0.2558139534883721,0.5946843853820598,0.3222591362126246,0.2823920265780731,0.132890365448505,
9.txt,0.27319587628865977,0.28865979381443296,0.20103092783505155,0.5257731958762887,0.26288659793814434,0.15979381443298968,
